edit_history_tweet_ids,id,created_at,author_id,text
['1875251317377225138'],1875251317377225138,2025-01-03T18:42:09.000Z,1549940789865758722,"@Monica_E_R_ @MileiEmperador Reina, yo manejo una Pyme. Cambiabamos 3 listas de precios x mes con la laKra previa !!
Eso cuando conseguiamos mercadería. 
Todavía no estoy contenta, pero SOY OBJETIVA y veo mil cosas que se acomodaron. La estabilidad que consiguió Milei, abre posibilidades."
['1875250567699980681'],1875250567699980681,2025-01-03T18:39:10.000Z,1806526414050734080,"@LLibertadAvanza @JMilei Con pyme cerradas por las importaciones chinas ? Seeee, re felices !"
['1875250025237987761'],1875250025237987761,2025-01-03T18:37:01.000Z,1750891518427070464,"@DFinanciero Pongan mas ojo en esas famosas Pyme o de la Multigremial , son ""expertos"" en violar leyes laborales esa tracalada de CONCHESUMADRES ideologizados, las empresas grandes cumplen y son mas respetuosas con sus trabajadores"
['1875248945427108159'],1875248945427108159,2025-01-03T18:32:43.000Z,1750891518427070464,"@DFinanciero Otro rubro mafioso es la Multigremial , cuyo ""vocero"" es Juan Pablito Swett, un weon mantenido por sus papitos que se la lleva ""opinando"" de política partidista , se las da de pyme el chanta, nunca he sabido cuales son sus pymes https://t.co/BaOYMCXfux"
['1875247910176354422'],1875247910176354422,2025-01-03T18:28:36.000Z,1101252819674431491,"@ignacioortelli Estación de tren Villa Devoto, una pyme familiar trapito"
['1875247909643723110'],1875247909643723110,2025-01-03T18:28:36.000Z,1484214013483536384,"Ayuden hasta los 30,devuelvo follow esto es una pyme https://t.co/9Sqv1C8lx2"
['1875247253633560802'],1875247253633560802,2025-01-03T18:26:00.000Z,14086560,"@Telcel tiene dos meses clavándome una madre que se llama ""PYME"" en mi factura: servicios para PYMEs literal, aparece como ""servicios a terceros"" y jamás descargué, autoricé ni acepté nada de esto. ojito, revisen sus facturas amigues."
['1875247102009471392'],1875247102009471392,2025-01-03T18:25:24.000Z,475526617,"Hay que eliminar la defensa del consumidor 

Estos mismos dos meses después: quiero escrachar a Pyme McPyme que me prometió"
['1875246986443813284'],1875246986443813284,2025-01-03T18:24:56.000Z,1720956229105618944,"El político más honrado amigo de dictadores criminales pontificando, mientras sacude la Pyme para forrarse con candidatura del partido que comparta el botín 👇 https://t.co/TTgL4wvI82"
['1875246832365850928'],1875246832365850928,2025-01-03T18:24:19.000Z,424911145,"IMPORTANTE:

Si tienes una #PYME española con al menos 10 trabajadores, los fondos NextGenerationEU te dan hasta 24.000€ para que los inviertas en asesoramiento tecnológico.

Por aquí tienes los requisitos y las categorías disponibles

https://t.co/u3TNkiZDvW
#kitconsulting"
['1875246037193101729'],1875246037193101729,2025-01-03T18:21:10.000Z,1419692317343166464,"3 Estrategias para Captar Clientes en Tu Negocio Online ⭐

Necesitas conseguir:
📌Su nombre
📌Su email
📌Y su teléfono

Dándoles gratis:
✅ Un Webinar
✅ Un e-book
✅ Una primera sesión

#captarclientes #escalarnegocios #pequeñaempresa #pequeñonegocio #pyme #emprendedor https://t.co/Z0kwnEKx4p"
['1875245528931561505'],1875245528931561505,2025-01-03T18:19:09.000Z,1650307914131709953,@fortavat Esta piba no dura 10 días como cadete en una pyme
['1875244961786163214'],1875244961786163214,2025-01-03T18:16:53.000Z,700527291311460353,"@obligadocualqui @DaniMoraguesuy Si algo aprendí teniendo una pyme es que no trabajas ni 8, ni 10, no 12 horas, laburar 24/7 los 365 días del año y si te tomas unos días seguís al pendiente, o cerras a costa de tu bolsillo ya que si la empresa no labura no hay ingresos para cubrir los gastos fijos"
['1875244288596119658'],1875244288596119658,2025-01-03T18:14:13.000Z,78414946,@cnaccas @luflorescba Pero si hace más de 10 años que estamos en una época mala (por eso cambiamos de gobierno) quien va a tener ahorros? Como una pyme puede tener ahorros para 10 años con baja en las ventas?
['1875242832115781924'],1875242832115781924,2025-01-03T18:08:26.000Z,522680070,"Lo vivimos en los 90. Lo viví como empresario Pyme. Mis clientes importaban lo que yo les proveía. Me fundi. La historia se repite, con las .jamás consecuencias. Lamentable!!!
# https://t.co/Zyy1Wki7aM"
['1875240870251053466'],1875240870251053466,2025-01-03T18:00:38.000Z,156484786,@juanpabloswett Es tan absurdo como creer que usted es Pyme.
['1875240675022926024'],1875240675022926024,2025-01-03T17:59:51.000Z,2237257813,lo que es ser una rata inmunda boludo no estás cagando a elon musk estás cagando a un tipo que se rompe el lomo teniendo una pyme pero después hay que construir un país con esta gente color ocre eh https://t.co/HoDtAOTet0
['1875239452064276574'],1875239452064276574,2025-01-03T17:55:00.000Z,3285680905,"Nuevo año, nueva estrategia.
#empresa #pyme #business #growth 
https://t.co/K7Plbyk4PN https://t.co/qUW1rjaCKl"
['1875237290911658079'],1875237290911658079,2025-01-03T17:46:25.000Z,2550962754,"¡Ya estamos en el 2025!
En #Agente180 el curso semiescolarizado: estamos para apoyarte en ese plan
Inscríbete, inicio de curso del PyMe o nivel 1 que inicia este proximo 11 de febrero
Y recuerda: AGENTE 180 es tambien promotoría
coordinacion@wylievielma.mx
3317151444 https://t.co/6QXExrOwWT"
['1875234203916497021'],1875234203916497021,2025-01-03T17:34:09.000Z,4449299660,1 like y cambiamos mi pyme de BBVA a Santander
['1875231976200008168'],1875231976200008168,2025-01-03T17:25:17.000Z,1764280209480564736,@Lucas51501960 @RAMIROMARRA Si tan altruista sos Luquitas..por qué no armas una cooperativa o una pyme de algo productivo y les das trabajo a todos esos que vos crees están fuera del sistema..
['1875230751278682236'],1875230751278682236,2025-01-03T17:20:25.000Z,707928528,"La Pyme de @Chile_Vamos_ apoya un Nuevo Ministerio para sus empleados de amigos

Y un ""préstamo"" al 2% (las AFPdierom 9% éste año en fondo más riesgoso) que servirá ""cuando ellos sean Gobierno""

¿Esta jugada aumentará las Pensiones con 7% menos en 40 años?

NI UN VOTO A ChVamos https://t.co/WdEPtEtWDr"
['1875225896690614534'],1875225896690614534,2025-01-03T17:01:08.000Z,204563093,@Camila______06 @vmenditto Me ganó la moral y decidí no cagar a una pobre PyME
['1875225682214576152'],1875225682214576152,2025-01-03T17:00:17.000Z,1750271971626287104,"📈 ¡Es momento de impulsar tu negocio en 2025! 🚀
En FINALIANZA, sabemos lo importante que es crecer, por eso ofrecemos créditos ágiles y flexibles para que tu PyME o microempresa pueda seguir alcanzando nuevos horizontes. 💡💼 https://t.co/rrsD5wwAjs"
['1875225617672683921'],1875225617672683921,2025-01-03T17:00:01.000Z,4743540075,"💪 Reforzamos la #Ciberseguridad de las #Pymes españolas con el lanzamiento de nuestro #PlanDirector

🛡️ Asesoramos en ciberseguridad a tu pyme y te gestionamos, de forma gratuita, la subvención del nuevo #KitConsulting de #FondosEuropeos de entre 10 y 250 empleados

👇👇👇"
['1875225615114346566'],1875225615114346566,2025-01-03T17:00:01.000Z,939964624711057412,"🔴 Fuerte crítica desde el sector pyme al gobierno de Javier Milei: “No hay política industrial”

👉 El presidente de Industriales Pymes Argentinos (IPA) enfatizó que no están preparados para la apertura que plantea el gobierno

https://t.co/NWIW9SG6lG"
['1875221836436259090'],1875221836436259090,2025-01-03T16:45:00.000Z,63805938,"🧾#DFTax | PYME: comienza a regir la tasa de interés reducida para deudas tributarias atrasadas
https://t.co/xRfGTwcaxW"
['1875219700638167201'],1875219700638167201,2025-01-03T16:36:31.000Z,836730848762200065,"#laplata 98 e/ 116 y 117, Villa Montoro. Descubrieron una pyme de delitos. Un poco de droga (28,8 gramos de cocaína y 26,3 de marihuana), motopartes, armas, proyectiles y hasta un chaleco antibala. Hubo 4 detenidos. Una mujer y tres hombres. https://t.co/5plIeNpQgb"
['1875219689259118683'],1875219689259118683,2025-01-03T16:36:28.000Z,885505908,"@gustavo_srcc No puede ser que crea que se va a salvar por unas piletas de plástico, tiene q tener algo personal con los opas de la pyme y los querrá joder por placer si no no se explica"
['1875219608627814565'],1875219608627814565,2025-01-03T16:36:09.000Z,917077122530840576,"@diegotefraga Lo único que habría que revisar es el movimiento de guita en físico, cuando lo tratan de blanquear ahí caer. Sino cualquier narco se puede poner una PYME de venta de ""servicios"" y blanquean guita a lo pavo. Vendo servicios de asesoría sobre el universo, 1M la consulta."
['1875217647681556912'],1875217647681556912,2025-01-03T16:28:21.000Z,1239649906660388865,"@Marga_2024_ @todoesmentiratv Si algo conozco a fondo es la Micropyme, que es la muy mayoritaria pyme en España, con cerca de un 38% del total.
Quien conoce este mundo a fondo, quien lo ha tenido que sacar adelante sabe la diferencia que hay entre unas y otras"
['1875217481620684827'],1875217481620684827,2025-01-03T16:27:42.000Z,885505908,Qué tajada cobrará ese abogado del consumidor que está interesadisimo en hacer mierda a una pyme integrada por pelotudos que cargan mal un precio? Increible
['1875217472003121365'],1875217472003121365,2025-01-03T16:27:39.000Z,24205486,"Se alegran cuando llegan las corporaciones extranjeras.
Para la pyme chilena, estado fallido... https://t.co/dJvHxZp0Rd"
['1875216908405920202'],1875216908405920202,2025-01-03T16:25:25.000Z,1285231438015746049,"Las PYMEs son el motor que impulsa los sueños de miles de familias y el desarrollo de nuestro país. 
Mi compromiso es seguir trabajando incansablemente para quitarles las trabas del camino, porque cada vez que ayudamos a una PyME a crecer, estamos construyendo un futuro mejor y… https://t.co/BrpkF3rLbZ https://t.co/EWLEb8Yzqz"
['1875216148507263291'],1875216148507263291,2025-01-03T16:22:24.000Z,277762385,Los jugadores son una raza extraña donde se creen que trabajan en relación de dependencia en una pyme y que no hay hinchas o un club com gente que confío en vos y te dio un lugar. Automáticamente se dejan llenar la cabeza con pelotudeces y se olvidan del club que les dio todo.
['1875214521775935519'],1875214521775935519,2025-01-03T16:15:56.000Z,1611233164147531776,@diputadonaranjo Año 2025 todas las pyme quebradas y contrato informal en aumento.
['1875213964877160459'],1875213964877160459,2025-01-03T16:13:43.000Z,1535023896,Estos Amarillos nacieron muertos. Esta Pyme es la expresión de la decadencia del sistema político chileno como producto de la atomización partidaria.@Amarillos_Chile https://t.co/iLQdRAbryi
['1875211728071655595'],1875211728071655595,2025-01-03T16:04:50.000Z,84227045,"@MarceBlon_ @moralesdechile Dije Pyme.. claramente ellos pagan el mínimo por que es lo que la ley le permite pagar, de hecho en muchos casos pagan por hora y debes hacer muchas horas al mes, dobles turnos e incluso trabajar de noche para hacer un buen sueldo, y es por que la ley se lo permite…"
['1875211473934524925'],1875211473934524925,2025-01-03T16:03:49.000Z,1659185932963049472,"@elpiloto767 Creo que igual dijo que con la inflación ganaban más los emprendedores PYME y/o que se beneficiaban con eso, algo así."
['1875210512897642968'],1875210512897642968,2025-01-03T16:00:00.000Z,63805938,"PYME: comienza a regir la tasa de interés reducida para deudas tributarias atrasadas
https://t.co/xRfGTwcaxW"
['1875210058080080316'],1875210058080080316,2025-01-03T15:58:12.000Z,1850615558292815872,"@sebastian_gray Que persona más desagradable debe ser usted Sr. Gray, no se ha puesto a pensar en las miles de personas que vienen de Argentina y eso tergiversa las cifras, nosotros hemos despedido a más de 50 personas en nuestra pyme y estamos a nada de quebrar!"
['1875209184184295920'],1875209184184295920,2025-01-03T15:54:43.000Z,1732741097607061504,@AlisAlisL @diegotefraga Fumate esta: Pyme agroind p/ mover cereal necesita permiso d Afip + remito electronico + trazabilidad real camion + transportista + chofer + declarar molienda con ratios DIARIOS + emitir remito electronico x venta subproductos elaborados c/ permiso Afip. Cargill SOLO remito papel
['1875207367622791363'],1875207367622791363,2025-01-03T15:47:30.000Z,1762612050746810368,"Que raro por qué los mayores índices de exportación de la industria fueron con Moreno , soy pyme industrial usted a donde tiene su fábrica ? https://t.co/uictas0Fba"
